cif,formula
2000696,H136 Pd8 C96 N16 Cl8 O8
2000704,P4 H80 C64 N4 O12
2000716,P4 H164 C100 N8 O8
2000718,H88 C108 O20
2000721,H24 C32 O4
2000732,P4 H68 Ru2 C64 Cl4
2000745,Co4 H104 C68 S8 N16
2000746,Ag2 H8 C20 S16 N4
2000771,P4 H60 C72 F8
2000781,Cu4 H12 C8 N4 Cl4
2000792,H44 C32 S4 N4 O8
2000793,H8 C40 F48
2000797,H96 C92 O36
2000799,H26 C14 N2 O8
2000800,Fe4 H44 C56 N8 O40
2000804,H136 C112 S8 Cl8 O24
2000813,In4 P8 H72 C24 Cl12
2000824,H88 C72 N24 O24
2000829,H84 C44 O4
2000842,Fe4 P8 H156 C180 N4 O24
2000844,K2 H12 C8 S2 N4 O12 F2
2000861,H56 C40 O8
2000866,Mo2 P4 H100 C102 S2 O22
2000869,Cu4 H42 C80 N12 O30
2000873,H48 C34 S2 O6
2000876,H64 C60 S4 O12
2000896,P4 H116 C88 O16 F8
2000904,H144 C112 S8 I8 N8 O16
2000906,H128 C160 Br16 N16
2000907,H36 C42 Br4 N4 O2
2000910,H88 C84 S4 N8 O16
2000920,H76 C56 N4 O36
2000924,H80 C92 O20
2000937,H48 C44 N4 O12
2000950,B18 P4 H91.8 Rh2 C77.9 S2 Cl3.8 O2
2000966,Na4 P2 H42 C12 O28
2000978,Na4 H32 C24 N4 O20
2000983,Sn4 H116 Pt4 C104 N8 Cl20
2000995,Mg1 P2 H12 C6 O14
2001002,H92 C80 O20
2001037,Zn4 H12 C36 N8 Cl16
2001043,Co16 H216 C96 N32 Cl32 O32
2001044,Co4 H72 C24 I8 N8 O8
2001089,Zn12 H192 C80 N32 Cl24 O4
2001092,Cu1 H20 C24 N4 Cl2 O4
2001095,P4 H124 Pt4 C80 N4 Cl8
2001103,H144 C128 O40
2001115,P2 H98 Rh2 C68 S2 N2 O6
2001122,H52 C56 N4 O4
2001124,H2 C42 N2 O8
2001136,Cu8 H64 C72 N8 O20
2001140,P4 H68 Pt4 C72 Cl8 O4
2001156,Cu4 H44 C28 N12 Cl8 O16
2001157,Ti2 P4 H72 C24 N12 Cl8 O4
2001169,H12 C8 S8
2001171,H32 C28 N4 O4
2001174,H124 C72 N4
2001177,H24 C28 S2 N2 O4
2001179,H38 C42 O8 F6
2001180,H76 C84 O16 F12
2001183,H62 C64 S4 N4 O12
2001190,H52 C92 O12
2001198,Cr4 H112 C88 S4 O16
2001215,Cr12 H172 C60 S12 N32 Cl4 O72
2001216,Cu2 H34 C32 N10 O6
2001224,H56 C112 O4
2001227,H52 C64 N24 Cl4
2001237,H84 C72 N12 O20
2001242,H64 C120 N16 F48
2001244,H116 C92 N4 O52
2001245,H240 C128 Br8 N24 O32
2001246,H112 C104 N8 Cl8
2001247,H80 C68 N4 Cl12
2001250,H104 C92 N8 O20
2001256,H56 C80 Cl8 O16
2001260,H52 C32 O8
2001273,Ni8 H144 C160 S16 N32 O16
2001275,Ni2 H38 C48 I2 N4 O4
2001282,K14 H42 C42 O49
2001291,Cr4 Si4 H64 C88 N4 O20
2001295,Cu1 H18 C20 N8 O6
2001297,Cu1 H16 C12 N2 O8
2001298,H60 Ru4 C48 Cl4 O8
2001303,H160 C184 S16 N16 O32
2001311,H52 C36 N12 O20
2001313,H38 C40 F2
2001314,H40 C26 Br2 N2 O4
2001344,H72 C76
2001349,H32 C16 O4
2001379,Fe2 Co2 Si4 P4 H88 C80 Cl4
2001383,P4 H58 C64 S2 N2
2001385,H14 Pd1 C20 S4 N6
2001393,H56 C36 N4 Cl4 O12
2001400,H84 C72 N4 O36
2001411,H144 C120 O28
2001413,H200 C168 N8 O32
2001422,H144 C112 N48 O112
2001432,Cu2 H44 C20 N8 O8
2001440,P6 H144 Au4 C82 N4
2001451,Re2 P4 H28 C16 O6
2001456,H120 C108 Br4 N4 O8
2001459,H48 C40 S4 I4 N4 O24
2001464,H64 C60
2001469,H184 C112 N16 O32
2001473,H88 C104 N8 O8
2001475,H160 C240 N48
2001483,Te4 H36 Au4 C36 S40
2001491,Co4 H64 C20 S12 N20 O16
2001499,P4 H68 C72 Br4 N4
2001501,K32 Si32 H288 C96 O32
2001504,Rb4 H16 C14 O14
2001518,P16 H144 Pt8 C64 O32
2001527,Ga8 H144 C24 N72 F48
2001531,Zr12 H144 C144 O12
2001543,H40 Pb2 C48
2001544,H128 C84 O24
2001545,H52 C42 N4 O24
2001589,H192 C112 S16 O56
2001621,Co2 H60 C24 S6 N16 Cl2 O28
2001631,H46 C78 S8 N18
2001635,H124 C108 N4 O12
2001639,P2 H50 C38 N4 O2
2001641,H72 C80 N12 O12
2001645,H32 C40 S8 N32
2001650,H42 C60 O6
2001651,H112 C160 O16
2001664,Ni3 H20 C12 N2 Cl8 O2
2001675,Cu2 H28 C32 N8 O14
2001677,H56 C44 N4 Cl4 O12
2001678,H112 C84 N8
2001691,U4 H60 C64 S4 N4
2001696,Te4 H36 C48 N4
2001705,H10 Pd1 C8 Br2 N6 Cl4 O2
2001706,B72 P8 H216 Rh8 C168 S16
2001709,Zr2 H28 C4 S2 O10 F8
2001717,H87 C63 N6 Cl3 O3
2001718,H44 C24 S4 N4 O20
2001722,H44 C30 N8 O18
2001725,Si2 H42 C34 Br2 O8
2001740,H96 C32 S16 N32 O16
2001743,P4 H42 C18 O18
2001744,H24 C108 S12 F96
2001772,K6 P4 H14 C8 O24
2001773,Na16 P8 H32 C16 O52
2001778,B18 H40 C50 N2
2001802,H56 C52 N16 O12
2001813,H136 Pt8 C172 N32 Cl12 O52
2001820,H36 C28 N4 O24
2001827,H164 C168 O8
2001829,H44 C42 N4 O4
2001830,H100 C60 N4 O32
2001861,B4 H56 C28 N8 Cl4 F16
2001864,H80 C48 N16 O20
2001866,H132 C108 N4 O12
2001867,H84 C84 N4 O24
2001884,Ti2 Si4 H46 C22 N2 Cl4
2001886,H48 C56 S4 N4 Cl4 O8
2001893,H36 C27 N6 O6
2001894,H20 C26 N4 O6
2001897,H116 C100 N4 O20
2001910,P4 H176 C204 S4 N4 O32
2001914,H96 C84 N8 O16
2001920,H114 C36 O45
2001927,H96 C56 N16 O16
2001929,H56 C120 O8
2001931,Fe4 H44 C56 N8 O40
2001943,Mn2 H72 C102 N8 Cl2
2001944,Ni4 H120 C56 N8 O28
2001949,H20 C20 O20
2001951,H144 C112 O16
2001952,H18 C26 N2 O8
2001953,Te4 H44 C64 S4 N4 Cl20
2001959,P2 H36 C52 Cl10 O8
2001982,H46 C42 N2 O4
2001991,P8 H120 C144 O8
2001992,H64 C72 O28
2001996,H144 Pd8 C132 Cl8
2002000,Mn2 P2 H24 C20 O8
2002009,P2 H40 C40 I6
2002016,H192 C104 O24
2002018,P12 H112 C152 N12 O24
2002019,H48 C56 O4
2002039,H150 C84 N6 O30
2002044,H144 C136 S8 O24
2002065,H84 C80 N4 Cl8 O4
2002070,H24 C34 O10
2002072,H144 C136 S8 N16 O8
2002085,P6 H70 Ru2 C90 S8 O4
2002087,Fe4 P8 H148 C152 N4
2002093,Al4 Fe8 H72 C48 N24 Cl36
2002095,H22 C24 S4 N2 O6
2002100,H38 C22 N2 O2
2002108,H200 C144 Cl8 O64
2002111,Ge7 H104 C64 O16
2002918,H32 C24 N24 O20
2002920,H56 C60 N4 O4
2002928,H48 C48
2002930,H24 C28 O8
2002932,H8 C24 N8 Cl8 O8
2002940,K8 H56 C96 S8 O24
2002941,H68 C44 N12 O16
2002962,Si8 H64 C8 N32 F48
2002967,H16 C12 N4 O4 F12
2002968,H8 C12 N4 F12
2002970,H60 C56 N4 O8
2002971,H48 C56 S4 N4 O16
2002977,H72 C96 N8 O8
2002981,H44 C20 N4 O24
2002997,H96 C32 S4 N8 O16
2003019,Bi8 H120 C168 O48
2003032,H104 C80 N12 Cl8 O12
2003040,H120 C96 O12
2003047,H64 C50 O6
2003050,H120 C96 O12
2003062,H88 C64 N8 Cl4 O4
2003063,H88 C64 Br4 N8 O4
2003072,H168 C164 O136
2003078,H72 C152 I8 O24
2003079,B8 H72 C152 O24 F32
2003102,H96 C44 S4 N8 O16
2003103,H48 C22 N4 O8
2003167,V2 H28 C20 O10
2003168,Mn1 P6 H38 C48 N5 Cl4 O5 F6
2003169,P4 H140 C116 S4 N8 O20
2003171,H46 C30 N4 O6
2003175,H72 C84 N8 O8
2003176,H168 C176 N24 O8
2003180,H44 C272 Cl12 O16
2003183,H32 Pd2 C56 S4 N8 O16
2003186,H26 C14 N6 O6
2003189,H24 C18 N8 O10
2003199,H64 C80 O28
2003200,H36 C52 N4 O4
2003207,H40 C72 N8 O4 F16
2003208,H96 C60 O4
2003210,H108 C96 N12 O12
2003217,H88 C72 N16 Cl8 O16
2003218,P12 H204 C108 O40
2003223,Cu4 H76 C84 N12 O24
2003224,Cu4 H76 C104 N12 O28
2003227,H88 C136 N8 O24
2003230,H120 C80 O32
2003231,H88 C48 O24
2003233,H92 C84 O28
2003239,H192 C176 Cl64 O48
2003242,P4 H108 C64 O24
2003250,H24 C24 O8
2003251,H200 C120 O12
2003254,H56 C76 O28
2003255,Si4 H112 C88 N8 O24
2003263,H42 C27 Br3 N3 O9
2003268,Zn8 H144 C128 S16 N32 O32
2003270,H60 C72 N4 O8
2003276,Ni4 P8 H136 C124 S8 N4 O4
2003277,Li8 H56 C40 O32
2003278,Cs6 H44 C30 O24
2003279,Co4 H48 C62 S12 N12 O18
2003282,B18 P4 H76 Rh2 C56 S2 Cl8
2003285,H48 C36 S8 N8 O16
2003289,Hg4 H40 C16 S8
2003299,H76 C72 N12
2003301,H88 C68 O16
2003312,Co4 Si4 H112 C76 Br8 N8 O4
2003314,H72 Pt4 C32 S8 Cl8 O8
2003330,H44 C36 N12 O24
2003349,H56 C68 N8 O8
2003353,H32 C34 N8
2003357,H200 C200 N24 O8
2003364,H64 C104 N16 O8 F72
2003366,Ti4 H128 C80 N4
2003372,Cu4 H40 C48 N8 O24
2003376,B8 H96 Ru4 C72 F32
2003377,Zn8 H112 C112 N16 O32
2003379,Mo4 P8 H120 C144 N4 Cl16 O4
2003381,H184 Rh8 C72 S24 Cl32 O24
2003385,H80 C52 N8 O16
2003387,H216 C234 S36
2003396,H80 C112 O8
2003399,H160 C176 S16 N8 O68
2003402,Si8 H184 C72 N8 Cl8 O36
2003407,Sn2 H30 C36 I2
2003410,Ni2 H56 C56 N4 O4
2003412,H36 C40
2003414,Co2 P2 H80 C58 N8 O16
2003418,H56 C64 S4 N4 Cl4 O12
2003423,Cu2 P4 H56 C40 N16 O8
2003425,H208 C144 O8
2003444,Mn4 H56 C64 N8 Cl12 O12
2003448,H96 C114 O18
2003449,H288 C160 O32
2003454,Ni4 H88 C64 N16 O28
2003461,H52 C40 O4
2003465,H28 Os2 C22 N4 Cl4 O2 F8
2003467,Re4 P8 H124 C160 S12 N12 O8
2003470,Cu2 H38 C24 S2 N10 O4
2003478,H48 C48 N24 O16
2003479,K4 P4 H24 C12 O28
2003480,P4 H88 C36.0 N4 O32
2003481,V8 H116 C108 I4 N24 O28
2003483,P4 H200 C80 N12 O36
2003494,H108 C92 N4 O12
2003495,H232 C184 N8 O24
2003500,H140 C84 N8 Cl4 O4
2003502,H80 C42 Br2 N2 O2
2003508,H56 C24 O28
2003512,H92 C72 N4 O12
2003513,Ni4 H80 C84 N32 O8
2003520,H72 C104 N8 O8
2003534,H18 C26 N2 O10
2003537,H104 C104 N48 O64
2003543,H58 C36 N2 O14
2003549,H32 C26 N4 O16
2003551,H28 C16 N12 O8
2003555,Si12 P4 H108 C36
2003556,P16 H144 C24
2003559,K8 H48 C64 O40
2003561,Mg2 H44 C36 O20
2003565,H176 C160 Br8 N8 O48
2003579,H44 C52 N12 O8
2003587,P1 H31 Pd1 C26 N2 O2 F6
2003602,H104 C86 N4 O30 F48
2003605,In2 P4 H80 C98 N1 Cl10
2003607,P6 H234 C180 S6 O18
2003610,Sn2 H54 C44 N2 Cl4
2003611,Mg4 H100 C60 N12 Cl8 O48
2003612,H64 C52 S4 N8 O20
2003613,Cu2 H24 C12 N16 Cl4
2003616,Ni2 Sb4 H80 C32 O16
2003621,H60 C76 N48 Cl12 O40
2003624,H142 C104 N2 O8
2003625,H32 C24 S4 N16 O12
2003636,H16 C14 O6
2003637,H32 C24 N4 Cl4 O12
2003644,P4 H100 C40 S4 N8 O20 F8
2003645,H16 C24 Br4 N4 O12
2003651,P4 H36 C24 N4 O12 F4
2003663,H60 C64 O12
2003664,P8 H120 C72 N8 Cl8 O40
2003665,H32 C32 N24 O16
2003671,H12 C26 N2 O4 F10
2003673,H8 C6 O4
2003675,H24 C12 I12 N8
2003680,H120 C96 S4 O8
2003687,H8 C16 N4
2003691,H16 C20 O8
2003692,H40 C44 O20
2003700,Na2 Ge2 H74 C30 O16
2003703,K1 In1 H44 C36 S4 N8 O6
2003704,P8 H102 Rh2 C118 O8
2003705,Cu18 H96 C48 Se12 N48
2003707,H64 C80 N4 Cl12 O8
2003708,H104 C72 N8 O24
2003711,H120 C76 S4 O20
2003717,H184 C120 S4 N4 O32
2003718,H160 C104 S4 N4 O28
2003725,H160 C256 O48
2003732,Cd2 H36 C44 Br8 N8 O8
2003737,Zr4 Si4 H104 C80 Cl8
2003739,H44 C32 S8 N4 O12
2003748,H18 C32 S8 N10 O22
2003752,H24 C16 N4 O12
2003755,H24 C24 N4 O6
2003760,H87 C57 S3 N3 O9
2003770,H64 C40 N12 O16
2003771,H16 C24 S8 I4 N4
2003772,H20 C48 S4 N4 Cl16
2003784,H32 C28 N12 Cl12
2003786,Cu4 H64 C100 S4 N20 Cl4
2003788,Hg1 H36 C14 S8 O12 F6
2003799,H44 C48 N4 O8
2003803,H32 C28 O8
2003807,Ni2 H46 C12 S2 N6 O14
2003811,As4 H40 C48 I4
2003815,H132 C84 N8 Cl4 O8
2003827,H96 C144 N8 O8 F24
2003828,H68 C60 N4 O4
2003844,H132 C136 Br4 O16
2003848,H88 Ir4 C56 S4 I4 O4
2003849,H84 C56 N4 O8
2003853,B80 P8 H216 C72
2003854,B40 P8 H152 C56
2003858,H112 C88 N32 O40
2003860,H56 C40 N8 O4
2003866,H80 Ru12 C144 O32
2003870,H100 C80 S4 N4 O36
2003871,H84 C72 N20
2003873,H80 C76 O28
2003875,H68 C56 S4 Br4 O12
2003883,P4 H76 C72 S4 O4
2003888,Na1 Zn2 H16 C37 N2 Cl3 O9
2003889,Zn4 H32 C40 N32 Cl8
2003894,Te6 H90 C66 S12 I12 N6
2003895,Te2 H34 C24 S4 I2.4 Br1.6 N2 O2
2003900,As8 H72 C72 N48 O40
2003904,P8 H112 C72 I8
2003906,H32 C24 S4 N2 O6
2003916,H38 C26 Cl2 O6
2003921,H56 C36 N8 O12
2003922,H112 C112 N16 O48
2003930,V24 H232 C64 N32 O96
2003933,P4 H60 C60 O8
2003938,Cd4 H72 C32 N8
2003939,Ag8 H48 C80 N8 O32
2003943,H56 C64 N16 O8
2003944,H64 C56 S4 N8 O20
2003947,H16 C18 N4 O12
2003950,H72 C76 N8 O24
2003952,H132 C76 S4 N4 O28
2003955,P6 H72 Os2 C52 N2 Cl4
2003956,H120 C108 N8 O20
2003963,Cu8 H192 C192 N16 O40
2003964,H72 C96 N8 O16
2003965,H88 C84 N8 O4
2003966,H40 C24 N8 O24
2003972,H12 C32 O4
2003988,Ni2 H36 C28 N8 O12
2003990,H88 C68 N16 O32
2003998,H56 C64 Se16 N16 O8
2004005,H88 C40 N8 O24
2004010,Sn1 P2 H46 C50 N12
2004012,Si2 P2 H44 Au2 C32 O2
2004014,Cu4 H40 C40 N8 O20
2004015,Si2 H34 C24 N2 O2
2004024,Hg8 H40 C56 Br8.016 Cl15.984
2004025,Te2 H24 C28 I2 N2
2004028,H248 C112 S16 O52
2004032,Cu2 H16 C12 N12 O16
2004034,H107.2 C136 S8 N32 O8
2004037,H50 Pb2 C66 Br2 O2
2004038,Cd2 H40 C28 S4 N12 O12
2004044,H136 C100 O16
2004047,H96 C92 N12 Cl4 O8
2004049,Li2 B2 H88 C92 N12 O4
2004054,H56 C56 S8 N24 O16
2004059,H88 C60 N8 O8
2004060,H88 C104 O8
2004068,H116 C68 S12 N4 O16
2004069,H88 C84 O16
2004071,H144 C136 Se8 O8
2004080,H208 C176 O32
2004085,H48 C20 S4 N8
2004093,H40 C40 S4 N8 O12
2004098,H92 C68 N12 O12
2004100,As2 H6 C12 N2 O12
2004104,H28 C24 Br1.356 Cl2.644 O12
2004105,H60 C96 Br4 N8 O8
2004111,Ni2 P4 H104 C72 S8 N4 O8
2004112,H64 C72
2004115,H44 C68 S4 Cl4 O16
2004116,H108 C96 O16 F4
2004121,H76 C52 O2
2004125,P1 H16 C24 S16 Cl2 O2 F6
2004130,Zn2 H76 C68 N12 Cl4
2004131,Si4 H108 C56 N4 O12
2004135,H80 C52 O12
2004144,H64 C56 S4 O20
2004146,H208 C176 S8 N32 O16
2004149,Cd4 H56 C48 N8 Cl16 O4
2004158,P2 H28 C20 N2 O10
2004159,Ni4 H88 C112 S8 N8 O16 F24
2004163,H24 C24 N4
2004168,Cu4 H64 C40 N24 Cl16 O8
2004172,H42 C32 N14
2004179,H28 C18 S2 I2 N6 O4
2004182,H88 C64 O24
2004185,H6 C18 N6
2004186,Ni4 P8 H176 C104 N8 O4
2004187,H36 C24 N16 O12
2004194,H76 C56 S4 O12 F4
2004195,H18 C10 S4 N2
2004197,H44 C24 S8 N4
2004199,H52 C28 S8 N4
2004207,H72 C48 O20
2004209,Sn4 H96 C92 O8
2004210,H72 C36 N4 Cl4 O16
2004214,H112 C120 O8
2004221,Mo8 P8 H168 C128 N16 O32
2004222,H104 C96 N8
2004225,H56 C68 N4 Cl4 O8
2004228,H128 C136 N16 O40
2004230,H80 C76 O24
2004233,Cu12 H84 C72 S12 N24 O4
2004236,Bi4 H64 C16 N8 Cl20
2004242,Si8 H128 W8 C72 O24
2004246,H30 C40 Cl2 O8
2004251,Cr4 H40 C56 O12
2004259,Ni8 H184 C184 N16 O16
2004261,Cr2 H58 C60 N2 O12
2004264,Sn4 P4 H120 C144 Br4 O4
2004267,Cr2 H2 C14 N2 O10 F4
2004275,H124 C76 N8 Cl4 O16
2004278,Cr4 P12 H264 C144 S24 O24
2004285,P4 H92 C56 S12 N8 O4
2004289,P4 H72 Au4 C60 N16 O8
2004300,H40 C28 O4
2004301,H40 C44 N8 O4
2004303,H136 C88 O16
2004305,Re12 H24 Pb6 C4 S4 N8 O52
2004312,H12 C17 Br1 N2 O2 F1
2004313,H30 C36 N2 O4
2004322,H22 C14 S2 N2 O2
2004342,H52 C42 S2 N4 O22
2004343,H40 C24 N16 O16
2004351,Co4 P16 H148 C56
2004353,H120 C84 N24
2004355,H88 C112 S8 N8 O24
2004356,H88 C76 N8 O8
2004363,H112 C92 S4 N8 O4
2004365,Mo4 H112 C88 S4 N8 O4
2004370,Cu12 H304 C120 N32 Cl8 O24
2004389,Ni4 H80 C32 S4 N24 O36
2004391,Ge4 H96 C64 O32
2004392,As2 H46 C54 Se2 O4
2004398,H104 C128 O16
2004400,H96 C120 Br8
2004402,Zr4 H200 C128 Cl8
2004404,Fe2 Ag2 P4 H100 W2 C88 S8 Br4 N2
2004408,P8 H64 C32 O44
2004412,H24 C20 S4 N4 O2
2004414,H96.0 C52 S4 N8
2004416,Na4 P2 H10 C6 O14
2004419,Cu4 H64 C104 S8 N24
2004428,H184 C160 Br8 O8
2004429,H116 C96 N4 O4
2004431,H12 C20 O6
2004432,H128 C112 O24
2004452,H104 C100 O28
2004453,H136 C108 O20
2004454,H80 C48 S2 N4 O20
2004455,H216 C128 N16 Cl8 O16
2004456,H144 C136 N32 O24
2004457,H64 Pt4 C40 N8 Cl8 O56
2004458,Mn4 H88 C104 N16 O24
2004460,H76 C40 N12 O16
2004478,Sn4 H140 C112 S8 N12
2004487,H28 C48 Br4 N8 Cl8 O4
2004488,H28 C44 N12 Cl4 O4 F4
2004495,P4 H48 Au2 C24 N12 Cl4
2004499,H32 C38 I2 N2 O8
2004502,Ca4 H48 C40 O36
2004503,Sr4 H48 C40 O40
2004509,Mo2 H32 W2 C36 O14
2004514,H160 C120 O16
2004523,H56 C40 S4 N8
2004524,H72 C48 S4 N8
2004527,Te4 H108 C68 S16 I2.36 Br1.64 N8 O4
2004529,H80 C48 N8 O8
2004530,H80 C48 N8 O16
2004534,H200 C208 O40
2004535,H28 C36 Br4 O16
2004539,H136 C144 N8 O24
2004545,H84 C102 O12
2004551,H32 C48 N8 O4
2004555,Cd4 Ni4 H84 C44 N24 O8
2004560,P4 H60 Au4 C76 F12
2004563,Mo16 H136 C48 N8 O56
2004569,Cd2 H12 C12 Br2 N2 O6
2004573,H232 C176 N8 O24
2004592,H44 C48 S4 I4 N8
2004594,H52 C48 N16 Cl4 O20
2004598,H192 C200 N16 O24
2004599,Mn1 H18 C2 S2 N2 O12
2004603,Ni4 H112 C48 S16 N16 O28
2004606,P8 H204 Ir4 C104 N4 Cl4 O8
2004608,P8 H88 C44 O24
2004612,H48 C56 S4 O12
2004618,H96 C48 O24
2004625,H144 C64 Br8 N8 O16
2004632,H44 C26 O10
2004635,Cd2 H72 C56 N16 Cl12 O16
2004641,P4 H48 Au4 C36 Br4 N12
2004642,Ni4 H64 C36 S20 N8
2004644,Ni1 H26 C16 S4 O2
2004648,Cu2 P4 H108 C102 S2 Br2 N4
2004657,Cr2 H20 C26 O10
2004659,H56 C68 O16 F24
2004660,Ti8 H104 C88 Cl8 O8
2004664,H120 Pt12 C40 N24 Cl32 O12
2004665,Ni8 P8 H160 C184 Cl8
2004666,Fe4 P16 H136 C132 F24
2004667,H56 Pt2 C32 S8 N4
2004680,H168 C100 N16 O36
2004681,H160 C96 S4 N16 O36
2004686,H36 C8 N28 O24
2004695,Ni4 H64 C24 S8 N40 O32
2004700,H36 C48 Br4 N8 O4
2004707,Si8 H32 C8 Br8
2004711,H36 C40 I12 N8
2004725,Mo12 H16 C40 S16 O68
2004726,H40 C28 N16 O20
2004727,H32 C24 N16 O20
2004735,H32 C34 N16 O16
2004739,H56 Pd4 C28 S12 Cl8
2004740,H176 Pd4 C56 S24 Cl4 O32
2004742,H56 C80 N8 O32
2004749,H52 C44 N4 O16
2004762,H56 C64 N24 O8
2004763,Hg2 H48 C24 I4 O12
2004766,H40 C44 O16
2004773,H64 C72 O12
2004775,Cu2 H64 C28 N8 Cl4 O16
2004778,H56 Pt4 C24 N32 O24
2004779,H36 Pt2 C18 N20 O12
2004783,P8 H80 Pt2 C62 Cl4 O4
2004785,Sn4 H112 C64 S16 O8
2004794,H44 C60 N4 O8
2004806,H48 C40 N16 O8
2004807,H36 C20 N12
2004808,H76 C72 N8 O4
2004820,Ca2 H64 C24 O38
2004824,Cd3 Ag6 H38 C36 N22 O2
2004829,Co4 B4 H204 C224 N20 O8
2004834,H48 C60 S4 Cl4
2004836,H304 C128 N8 Cl8 O32
2004840,H52 C66 N4 O12
2004849,Cu1 H12 C8 N6 O12
2004859,Ca2 H48 C60 N4 O16
2004861,H40 C80 O12
2004864,H24 C32 Cl8 O16
2004866,H20 C28 N20 O12
2004868,H60 C44 N20 O16
2004870,Co2 H24 C16 N12 O24
2004872,As4 H48 C28 N4 O20
2004875,Ga2 H46 C45 N3
2004880,H22 C14 N6 O10
2004882,H16 C16 N16
2004893,H192 C120 O20
2004898,Li4 H76 C48 N8 O16
2004900,H96 C56 O40
2004924,Cu4 H32 C56 N16 O8
2004928,Mo8 H36 C12 N6 O27
2004940,Ag4 Sb4 H100 C108 Cl8 F24
2004946,H48 C52 S4 I4 N4 O8
2004951,H88 C136 S8 N8 O24
2004967,H56 C72 N4 O8 F12
2004969,P4 H84 C112 S4 O12
2004970,H112 C96 N16 O32
2004977,B6 P8 H116 Rh2 C86 F24.006
2004979,H192 C124 N16 O20
2004988,Re3 P6 H90 C108 Cl12 O2
2004989,H80 C76 N12 Cl4
2004990,Si4 H104 W4 C56 O8
2005000,H56 C52 S4 N8 O12
2005001,Cu2 H24 C16 S4 N8 Cl12
2005003,Cu2 H28 C16 S4 N8 Cl8
2005009,Mo2 H40 C44 N4 O10
2005010,Li8 P8 H204 C92 O4
2005012,H176 C104 N16
2005016,Cr2 H20 C20 N2 Cl2 O6
2005018,Cr4 H28 C40 N12 Cl8 O12
2005020,H172 C152 N8 O28
2005021,H66 C58 N6
2005022,H66 C58 N6
2005028,Sn4 H132 C104 S4 N4 O8
2005029,H80 C56 O6
2005032,H112 C88 N32 O68
2005037,H28 Au4 C24 N4 Cl12 O4
2005038,Li16 H240 C144 S16 O16
2005040,Cu2 H18 C20 N6 Cl4
2005042,H64 C48 O20
2005045,H60 C56 S2 O14
2005048,Cu2 H52 C16 N20 Cl4 O4
2005049,Ni4 H92 C32 N40 Cl4 O4
2005052,H88 C76 N4 Cl4 O16
2005053,H32 C16 N4 O12
2005058,Si4 P4 H156 C104 N8 O36
2005060,B12 P8 H156 Os4 C148 O4
2005066,Sn8 H160 C136 N16 O24
2005067,H44 C44 N12 O12
2005069,K8 Fe8 H144 C120 N16 O84
2005072,As8 H180 Pt4 C172 Cl4
2005074,H60 C32 N12 O16
2005077,H36 C36 N12
2005081,P4 H40 C16 N4 O24
2005096,Sn4 H44 C16 Cl12 O8
2005117,H38 C34 Br2 O6
2005127,H50 C46 S2 N6
2005132,H96 Pt4 C24 I16 N16 O8
2005136,H52 C44 Se4 S4 Br4 N8
2005137,H60 C84 N4 O12
2005138,H96 C100 O24
2005139,H56 C54 O12
2005146,In2 P2 H48 C44 O2
2005149,H80 C60 S4 O16
2005151,V2 H56 C56 N4 O14
2005152,H60 C44 S4 N4 O4
2005165,H88 C124 O4
2005173,H104 C48 N8 O16
2005180,H96 C96 O24
2005186,H54 C43 Br2 N2 O14
2005187,H10 C8 Br2 N6 Cl2
2005188,Hg4 H96 C68 S8 Cl8 O20
2005189,H68 C60 N12 O12
2005190,P16 H160 Ru4 C160 Cl8
2005197,Fe4 H72 C104 Br8 N8 Cl4 O8
2005200,H55 C63 N1 O7
2005203,H40 C32 S4 N12 O8
2005209,B8 H88 C112 O16
2005210,B8 H52 C84 N4 O16
2005214,Cd4 H48 C56 S8 N8 O12
2005216,Ca2 H88 C56 S8 N8 O48
2005238,Mn1.32 Ni0.68 H72 C20 N8 Cl4 O12
2005246,P8 H120 C160
2005250,Cu4 H108 C44 N20 Cl8 O32
2005255,H34 C44 N6 O2
2005257,Zn4 H64 C64 I8 N16 O24
2005262,H92 C76 S4 N12 O4
2005263,H112 C100 O12
2005265,Si4 H56 C40 Br4 N4 O8
2005271,Co2 H26 C56 N8 O18.0
2005277,Zn4 H144 C192 N16
2005279,Ag2 H48 C18 S6 N12 Cl2 O8
2005281,Cu2 H66 C22 N6 O18
2005282,Cu16 H144 C88 N32 Cl56 O20
2005285,P8 H216 Ru4 C228 N4 Cl12
2005293,H120 C92 O32
2005301,H72 C68 N8 O24
2005305,H32 C34 O4
2005308,H80 C36 N4 Cl4
2005342,Ni2 H56 C44 S8 N12
2005348,P6 H50 C12 N6 O22
2005351,Fe4 H86 Pt2 C60 S2 N4 Cl6 O2
2005352,Cu2 H32 C24 N4 O6 F24
2005356,P8 H120 C56 N16 Cl16 O16
2005371,H48 C36 O6
2005373,Mo4 H80 C80 Br12 N16 Cl8
2005374,H88 C60 Br12
2005379,P8 H144 C168 Br8
2005380,P12 H180 C156 O28
2005384,H96 C72 O8
2005386,Cs4 H88 C64 O24
2005390,H22 C36 Br2 N6 F5.94
2005394,H56 C48 N8 O2
2005398,P8 H88 C16 N16 O48
2005400,Cd2 H28 C28 N4 Cl4 O8
2005401,Cu2 H44 C34 S16 N2
2005408,Si8 H192 C104.0 O8
2005409,H188 C156 N32 Cl8 O16
2005412,H80 C84 O8
